Category	Metric	Value
filtered_out_genes	GENE912	SIGNIFICANCE_FILTER
filtered_out_genes	GENE913	SIGNIFICANCE_FILTER
filtered_out_genes	GENE914	SIGNIFICANCE_FILTER
filtered_out_genes	GENE915	SIGNIFICANCE_FILTER
filtered_out_genes	GENE916	SIGNIFICANCE_FILTER
filtered_out_genes	GENE917	SIGNIFICANCE_FILTER
filtered_out_genes	GENE919	SIGNIFICANCE_FILTER
filtered_out_genes	GENE920	SIGNIFICANCE_FILTER
filtered_out_genes	GENE921	SIGNIFICANCE_FILTER
filtered_out_genes	GENE922	SIGNIFICANCE_FILTER
filtered_out_genes	GENE924	SIGNIFICANCE_FILTER
filtered_out_genes	GENE925	SIGNIFICANCE_FILTER
filtered_out_genes	GENE927	SIGNIFICANCE_FILTER
filtered_out_genes	GENE928	SIGNIFICANCE_FILTER
filtered_out_genes	GENE929	SIGNIFICANCE_FILTER
filtered_out_genes	GENE931	SIGNIFICANCE_FILTER
filtered_out_genes	GENE932	SIGNIFICANCE_FILTER
filtered_out_genes	GENE933	SIGNIFICANCE_FILTER
filtered_out_genes	GENE934	SIGNIFICANCE_FILTER
filtered_out_genes	GENE935	SIGNIFICANCE_FILTER
filtered_out_genes	GENE937	SIGNIFICANCE_FILTER
filtered_out_genes	GENE938	SIGNIFICANCE_FILTER
filtered_out_genes	GENE941	SIGNIFICANCE_FILTER
filtered_out_genes	GENE942	SIGNIFICANCE_FILTER
filtered_out_genes	GENE943	SIGNIFICANCE_FILTER
filtered_out_genes	GENE946	SIGNIFICANCE_FILTER
filtered_out_genes	GENE947	SIGNIFICANCE_FILTER
filtered_out_genes	GENE949	SIGNIFICANCE_FILTER
filtered_out_genes	GENE953	SIGNIFICANCE_FILTER
filtered_out_genes	GENE954	SIGNIFICANCE_FILTER
filtered_out_genes	GENE955	SIGNIFICANCE_FILTER
filtered_out_genes	GENE956	SIGNIFICANCE_FILTER
filtered_out_genes	GENE957	SIGNIFICANCE_FILTER
filtered_out_genes	GENE959	SIGNIFICANCE_FILTER
filtered_out_genes	GENE960	SIGNIFICANCE_FILTER
filtered_out_genes	GENE962	SIGNIFICANCE_FILTER
filtered_out_genes	GENE963	SIGNIFICANCE_FILTER
filtered_out_genes	GENE968	SIGNIFICANCE_FILTER
filtered_out_genes	GENE969	SIGNIFICANCE_FILTER
filtered_out_genes	GENE971	SIGNIFICANCE_FILTER
filtered_out_genes	GENE972	SIGNIFICANCE_FILTER
filtered_out_genes	GENE973	SIGNIFICANCE_FILTER
filtered_out_genes	GENE974	SIGNIFICANCE_FILTER
filtered_out_genes	GENE975	SIGNIFICANCE_FILTER
filtered_out_genes	GENE976	SIGNIFICANCE_FILTER
filtered_out_genes	GENE977	SIGNIFICANCE_FILTER
filtered_out_genes	GENE979	SIGNIFICANCE_FILTER
filtered_out_genes	GENE980	SIGNIFICANCE_FILTER
filtered_out_genes	GENE982	SIGNIFICANCE_FILTER
filtered_out_genes	GENE983	SIGNIFICANCE_FILTER
filtered_out_genes	GENE984	SIGNIFICANCE_FILTER
filtered_out_genes	GENE986	SIGNIFICANCE_FILTER
filtered_out_genes	GENE989	SIGNIFICANCE_FILTER
filtered_out_genes	GENE990	SIGNIFICANCE_FILTER
filtered_out_genes	GENE991	SIGNIFICANCE_FILTER
filtered_out_genes	GENE992	SIGNIFICANCE_FILTER
filtered_out_genes	GENE993	SIGNIFICANCE_FILTER
filtered_out_genes	GENE994	SIGNIFICANCE_FILTER
filtered_out_genes	GENE995	SIGNIFICANCE_FILTER
filtered_out_genes	GENE996	SIGNIFICANCE_FILTER
filtered_out_genes	GENE997	SIGNIFICANCE_FILTER
filtered_out_genes	GENE998	SIGNIFICANCE_FILTER
filtered_out_genes	GENE1000	SIGNIFICANCE_FILTER
